"","V1","V2"
"1869",86,55
"1870",55,33
"1871",33,85
"1872",85,114
"1873",114,79
"1874",79,11
"1875",11,77
"1876",77,47
"1877",47,84
"1878",84,55
"1879",55,7
"1880",7,101
"1881",101,29
"1882",29,113
"1883",113,78
"1884",78,119
"1885",119,55
"1886",55,25
"1887",25,128
"1888",128,75
"1889",75,126
"1890",126,42
"1891",42,112
"1892",112,54
"1893",54,88
"1894",88,23
"1895",23,67
"1896",67,18
"1897",18,78
"1898",78,22
"1899",22,63
"1900",63,131
"1901",131,89
"1902",89,118
"1903",118,22
"1904",22,93
"1905",93,30
"1906",30,124
"1907",124,58
"1908",58,5
"1909",5,68
"1910",68,108
"1911",108,79
"1912",79,51
"1913",51,93
"1914",93,46
"1915",46,96
"1916",96,6
"1917",6,100
"1918",100,8
"1919",8,54
"1920",54,19
"1921",19,106
"1922",106,17
"1923",17,68
"1924",68,21
"1925",21,62
"1926",62,11
"1927",11,48
"1928",48,78
"1929",78,46
"1930",46,89
"1931",89,23
"1932",23,117
"1933",117,90
"1934",90,38
"1935",38,88
"1936",88,36
"1937",36,82
"1938",82,114
"1939",114,59
"1940",59,31
"1941",31,99
"1942",99,34
"1943",34,57
"1944",57,22
"1945",22,103
"1946",103,42
"1947",42,12
"1948",12,41
"1949",41,99
"1950",99,7
"1951",7,59
"1952",59,24
"1953",24,50
"1954",50,7
"1955",7,68
"1956",68,109
"1957",109,20
"1958",20,64
"1959",64,107
"1960",107,41
"1961",41,86
"1962",86,116
"1963",116,77
"1964",77,125
"1965",125,70
"1966",70,4
"1967",4,69
"1968",69,108
"1969",108,19
"1970",19,117
"1971",117,76
"1972",76,16
"1973",16,83
"1974",83,111
"1975",111,55
"1976",55,83
"1977",83,49
"1978",49,87
"1979",87,1
"1980",1,99
"1981",99,26
"1982",26,122
"1983",122,63
"1984",63,113
"1985",113,30
"1986",30,129
"1987",129,28
"1988",28,128
"1989",128,46
"1990",46,81
"1991",81,42
"1992",42,17
"1993",17,65
"1994",65,21
"1995",21,96
"1996",96,39
"1997",39,82
"1998",82,45
"1999",45,94
"2000",94,28
"2001",28,56
"2002",56,7
"2003",7,57
"2004",57,12
"2005",12,59
"2006",59,30
"2007",30,115
"2008",115,36
"2009",36,97
"2010",97,56
"2011",56,34
"2012",34,84
"2013",84,42
"2014",42,14
"2015",14,50
"2016",50,20
"2017",20,105
"2018",105,26
"2019",26,65
"2020",65,2
"2021",2,98
"2022",98,35
"2023",35,102
"2024",102,30
"2025",30,101
"2026",101,32
"2027",32,53
"2028",53,9
"2029",9,55
"2030",55,94
"2031",94,19
"2032",19,116
"2033",116,87
"2034",87,39
"2035",39,86
"2036",86,45
"2037",45,103
"2038",103,68
"2039",68,19
"2040",19,66
"2041",66,25
"2042",25,113
"2043",113,35
"2044",35,94
"2045",94,52
"2046",52,80
"2047",80,112
"2048",112,28
"2049",28,53
"2050",53,92
"2051",92,117
"2052",117,56
"2053",56,87
"2054",87,119
"2055",119,21
"2056",21,64
"2057",64,131
"2058",131,78
"2059",78,111
"2060",111,84
"2061",84,51
"2062",51,78
"2063",78,109
"2064",109,17
"2065",17,41
"2066",41,125
"2067",125,76
"2068",76,30
"2069",30,62
"2070",62,123
"2071",123,73
"2072",73,6
"2073",6,59
"2074",59,10
"2075",10,50
"2076",50,80
"2077",80,109
"2078",109,70
"2079",70,11
"2080",11,81
"2081",81,48
"2082",48,126
"2083",126,24
"2084",24,128
"2085",128,22
"2086",22,56
"2087",56,118
"2088",118,90
"2089",90,31
"2090",31,89
"2091",89,36
"2092",36,117
"2093",117,37
"2094",37,14
"2095",14,41
"2096",41,85
"2097",85,121
"2098",121,27
"2099",27,90
"2100",90,49
"2101",49,81
"2102",81,119
"2103",119,90
"2104",90,20
"2105",20,115
"2106",115,15
"2107",15,72
"2108",72,127
"2109",127,32
"2110",32,89
"2111",89,40
"2112",40,126
"2113",126,85
"2114",85,56
"2115",56,12
"2116",12,38
"2117",38,113
"2118",113,69
"2119",69,20
"2120",20,107
"2121",107,44
"2122",44,98
"2123",98,78
"2124",78,52
"2125",52,25
"2126",25,124
"2127",124,31
"2128",31,94
"2129",94,43
"2130",43,85
"2131",85,48
"2132",48,15
"2133",15,65
"2134",65,113
"2135",113,27
"2136",27,128
"2137",128,84
"2138",84,121
"2139",121,63
"2140",63,21
"2141",21,55
"2142",55,23
"2143",23,60
"2144",60,33
"2145",33,108
"2146",108,51
"2147",51,89
"2148",89,115
"2149",115,32
"2150",32,77
"2151",77,112
"2152",112,70
"2153",70,110
"2154",110,79
"2155",79,18
"2156",18,94
"2157",94,27
"2158",27,72
"2159",72,111
"2160",111,64
"2161",64,2
"2162",2,52
"2163",52,114
"2164",114,56
"2165",56,4
"2166",4,96
"2167",96,118
"2168",118,91
"2169",91,0
"2170",0,88
"2171",88,29
"2172",29,115
"2173",115,69
"2174",69,6
"2175",6,49
"2176",49,80
"2177",80,38
"2178",38,126
"2179",126,30
"2180",30,100
"2181",100,23
"2182",23,120
"2183",120,86
"2184",86,47
"2185",47,11
"2186",11,67
"2187",67,20
"2188",20,58
"2189",58,12
"2190",12,54
"2191",54,25
"2192",25,56
"2193",56,83
"2194",83,46
"2195",46,77
"2196",77,107
"2197",107,42
"2198",42,79
"2199",79,19
"2200",19,50
"2201",50,4
"2202",4,53
"2203",53,81
"2204",81,20
"2205",20,103
"2206",103,69
"2207",69,9
"2208",9,101
"2209",101,35
"2210",35,59
"2211",59,21
"2212",21,128
"2213",128,26
"2214",26,109
"2215",109,79
"2216",79,50
"2217",50,5
"2218",5,71
"2219",71,113
"2220",113,88
"2221",88,41
"2222",41,104
"2223",104,43
"2224",43,12
"2225",12,37
"2226",37,127
"2227",127,30
"2228",30,95
"2229",95,117
"2230",117,96
"2231",96,57
"2232",57,93
"2233",93,49
"2234",49,120
"2235",120,34
"2236",34,61
"2237",61,131
"2238",131,90
"2239",90,74
"2240",74,129
"2241",129,92
"2242",92,118
"2243",118,88
"2244",88,55
"2245",55,12
"2246",12,44
"2247",44,93
"2248",93,117
"2249",117,53
"2250",53,84
"2251",84,48
"2252",48,7
"2253",7,60
"2254",60,102
"2255",102,8
"2256",8,73
"2257",73,112
"2258",112,68
"2259",68,6
"2260",6,98
"2261",98,3
"2262",3,97
"2263",97,41
"2264",41,16
"2265",16,105
"2266",105,27
"2267",27,52
"2268",52,121
"2269",121,61
"2270",61,111
"2271",111,80
"2272",80,18
"2273",18,41
"2274",41,127
"2275",127,82
"2276",82,117
"2277",117,20
"2278",20,54
"2279",54,17
"2280",17,56
"2281",56,40
"2282",40,113
"2283",113,56
"2284",56,99
"2285",99,3
"2286",3,69
"2287",69,109
"2288",109,81
"2289",81,21
"2290",21,42
"2291",42,15
"2292",15,114
"2293",114,39
"2294",39,91
"2295",91,50
"2296",50,78
"2297",78,114
"2298",114,58
"2299",58,8
"2300",8,96
"2301",96,32
"2302",32,74
"2303",74,88
"2304",88,116
"2305",116,54
"2306",54,23
"2307",23,128
"2308",128,90
"2309",90,23
"2310",23,49
"2311",49,89
"2312",89,76
"2313",76,110
"2314",110,67
"2315",67,2
"2316",2,50
"2317",50,9
"2318",9,67
"2319",67,19
"2320",19,57
"2321",57,13
"2322",13,48
"2323",48,118
"2324",118,24
"2325",24,110
"2326",110,57
"2327",57,90
"2328",90,47
"2329",47,59
"2330",59,36
"2331",36,14
"2332",14,38
"2333",38,95
"2334",95,42
"2335",42,125
"2336",125,63
"2337",63,11
"2338",11,66
"2339",66,0
"2340",0,56
"2341",56,21
"2342",21,50
"2343",50,90
"2344",90,76
"2345",76,115
"2346",115,40
"2347",40,55
"2348",55,13
"2349",13,59
"2350",59,112
"2351",112,85
"2352",85,120
"2353",120,22
"2354",22,61
"2355",61,120
"2356",120,32
"2357",32,76
"2358",76,47
"2359",47,92
"2360",92,25
"2361",25,60
"2362",60,12
"2363",12,29
"2364",29,118
"2365",118,95
"2366",95,56
"2367",56,16
"2368",16,58
"2369",58,35
"2370",35,127
"2371",127,71
"2372",71,6
"2373",6,57
"2374",57,94
"2375",94,119
"2376",119,91
"2377",91,116
"2378",116,75
"2379",75,89
"2380",89,77
"2381",77,51
"2382",51,83
"2383",83,43
"2384",43,14
"2385",14,78
"2386",78,110
"2387",110,63
"2388",63,15
"2389",15,64
"2390",64,11
"2391",11,44
"2392",44,17
"2393",17,40
"2394",40,85
"2395",85,52
"2396",52,5
"2397",5,95
"2398",95,35
"2399",35,130
"2400",130,77
"2401",77,16
"2402",16,42
"2403",42,88
"2404",88,131
"2405",131,65
"2406",65,107
"2407",107,81
"2408",81,10
"2409",10,48
"2410",48,26
"2411",26,124
"2412",124,72
"2413",72,123
"2414",123,36
"2415",36,62
"2416",62,122
"2417",122,64
"2418",64,1
"2419",1,58
"2420",58,46
"2421",46,59
"2422",59,8
"2423",8,70
"2424",70,104
"2425",104,54
"2426",54,78
"2427",78,108
"2428",108,81
"2429",81,27
"2430",27,129
"2431",129,73
"2432",73,90
"2433",90,28
"2434",28,12
"2435",12,53
"2436",53,95
"2437",95,45
"2438",45,59
"2439",59,127
"2440",127,18
"2441",18,57
"2442",57,114
"2443",114,87
"2444",87,45
"2445",45,79
"2446",79,111
"2447",111,21
"2448",21,12
"2449",12,39
"2450",39,127
"2451",127,44
"2452",44,15
"2453",15,125
"2454",125,62
"2455",62,25
"2456",25,12
"2457",12,19
"2458",19,80
"2459",80,54
"2460",54,6
"2461",6,60
"2462",60,37
"2463",37,15
"2464",15,57
"2465",57,47
"2466",47,58
"2467",58,13
"2468",13,56
"2469",56,5
"2470",5,93
"2471",93,118
"2472",118,99
"2473",99,80
"2474",80,21
"2475",21,14
"2476",14,114
"2477",114,88
"2478",88,76
"2479",76,26
"2480",26,113
"2481",113,68
"2482",68,101
"2483",101,8
"2484",8,78
"2485",78,90
"2486",90,52
"2487",52,28
"2488",28,102
"2489",102,22
"2490",22,54
"2491",54,13
"2492",13,47
"2493",47,68
"2494",68,9
"2495",9,60
"2496",60,119
"2497",119,89
"2498",89,72
"2499",72,122
"2500",122,24
"2501",24,72
"2502",72,31
"2503",31,81
"2504",81,41
"2505",41,90
"2506",90,30
"2507",30,92
"2508",92,27
"2509",27,12
"2510",12,23
"2511",23,104
"2512",104,79
"2513",79,27
"2514",27,100
"2515",100,117
"2516",117,97
"2517",97,4
"2518",4,99
"2519",99,40
"2520",40,87
"2521",87,30
"2522",30,70
"2523",70,6
"2524",6,48
"2525",48,105
"2526",105,79
"2527",79,55
"2528",55,106
"2529",106,20
"2530",20,128
"2531",128,83
"2532",83,54
"2533",54,118
"2534",118,50
"2535",50,22
"2536",22,16
"2537",16,55
"2538",55,2
"2539",2,49
"2540",49,91
"2541",91,24
"2542",24,120
"2543",120,82
"2544",82,21
"2545",21,41
"2546",41,59
"2547",59,17
"2548",17,12
"2549",12,35
"2550",35,80
"2551",80,55
"2552",55,28
"2553",28,68
"2554",68,111
"2555",111,58
"2556",58,125
"2557",125,14
"2558",14,20
"2559",20,79
"2560",79,56
"2561",56,11
"2562",11,18
"2563",18,77
"2564",77,113
"2565",113,73
"2566",73,117
"2567",117,94
"2568",94,2
"2569",2,57
"2570",57,31
"2571",31,77
"2572",77,88
"2573",88,120
"2574",120,25
"2575",25,126
"2576",126,71
"2577",71,110
"2578",110,77
"2579",77,42
"2580",42,20
"2581",20,95
"2582",95,102
"2583",102,96
"2584",96,119
"2585",119,98
"2586",98,77
"2587",77,90
"2588",90,116
"2589",116,21
"2590",21,57
"2591",57,46
"2592",46,12
"2593",12,24
"2594",24,101
"2595",101,31
"2596",31,12
"2597",12,18
"2598",18,58
"2599",58,44
"2600",44,60
"2601",60,103
"2602",103,46
"2603",46,56
"2604",56,36
"2605",36,92
"2606",92,119
"2607",119,33
"2608",33,12
"2609",12,61
"2610",61,38
"2611",38,83
"2612",83,50
"2613",50,56
"2614",56,47
"2615",47,53
"2616",53,77
"2617",77,94
"2618",94,29
"2619",29,89
"2620",89,35
"2621",35,124
"2622",124,63
"2623",63,132
"2624",132,65
"2625",65,10
"2626",10,71
"2627",71,123
"2628",123,37
"2629",37,83
"2630",83,121
"2631",121,26
"2632",26,14
"2633",14,59
"2634",59,19
"2635",19,127
"2636",127,67
"2637",67,100
"2638",100,2
"2639",2,68
"2640",68,41
"2641",41,91
"2642",91,31
"2643",31,125
"2644",125,129
"2645",129,60
"2646",60,46
"2647",46,51
"2648",51,58
"2649",58,14
"2650",14,22
"2651",22,58
"2652",58,6
"2653",6,72
"2654",72,121
"2655",121,73
"2656",73,88
"2657",88,75
"2658",75,90
"2659",90,79
"2660",79,26
"2661",26,93
"2662",93,48
"2663",48,8
"2664",8,95
"2665",95,119
"2666",119,99
"2667",99,116
"2668",116,96
"2669",96,105
"2670",105,58
"2671",58,19
"2672",19,25
"2673",25,50
"2674",50,113
"2675",113,74
"2676",74,11
"2677",11,42
"2678",42,61
"2679",61,8
"2680",8,71
"2681",71,122
"2682",122,70
"2683",70,31
"2684",31,14
"2685",14,27
"2686",27,20
"2687",20,12
"2688",12,36
"2689",36,95
"2690",95,48
"2691",48,54
"2692",54,3
"2693",3,64
"2694",64,124
"2695",124,66
"2696",66,107
"2697",107,99
"2698",99,108
"2699",108,96
"2700",96,35
"2701",35,122
"2702",122,66
"2703",66,39
"2704",39,77
"2705",77,87
"2706",87,120
"2707",120,90
"2708",90,132
"2709",132,67
"2710",67,32
"2711",32,12
"2712",12,22
"2713",22,16
"2714",16,57
"2715",57,11
"2716",11,28
"2717",28,13
"2718",13,60
"2719",60,20
"2720",20,80
"2721",80,132
"2722",132,45
"2723",45,58
"2724",58,48
"2725",48,91
"2726",91,74
"2727",74,87
"2728",87,126
"2729",126,26
"2730",26,17
"2731",17,58
"2732",58,11
"2733",11,55
"2734",55,15
"2735",15,59
"2736",59,44
"2737",44,125
"2738",125,130
"2739",130,64
"2740",64,47
"2741",47,51
"2742",51,56
"2743",56,14
"2744",14,19
"2745",19,43
"2746",43,95
"2747",95,116
"2748",116,101
"2749",101,118
"2750",118,97
"2751",97,105
"2752",105,117
"2753",117,98
"2754",98,106
"2755",106,43
"2756",43,10
"2757",10,66
"2758",66,7
"2759",7,97
"2760",97,52
"2761",52,12
"2762",12,45
"2763",45,66
"2764",66,18
"2765",18,24
"2766",24,16
"2767",16,59
"2768",59,51
"2769",51,57
"2770",57,17
"2771",17,30
"2772",30,12
"2773",12,40
"2774",40,118
"2775",118,103
"2776",103,117
"2777",117,111
"2778",111,26
"2779",26,12
"2780",12,16
"2781",16,60
"2782",60,47
"2783",47,61
"2784",61,46
"2785",46,53
"2786",53,101
"2787",101,96
"2788",96,81
"2789",81,89
"2790",89,73
"2791",73,31
"2792",31,88
"2793",88,82
"2794",82,29
"2795",29,16
"2796",16,39
"2797",39,98
"2798",98,5
"2799",5,59
"2800",59,20
"2801",20,13
"2802",13,125
"2803",125,129
"2804",129,79
"2805",79,89
"2806",89,71
"2807",71,11
"2808",11,65
"2809",65,32
"2810",32,118
"2811",118,45
"2812",45,85
"2813",85,77
"2814",77,82
"2815",82,22
"2816",22,17
"2817",17,38
"2818",38,112
"2819",112,69
"2820",69,47
"2821",47,72
"2822",72,105
"2823",105,99
"2824",99,48
"2825",48,59
"2826",59,18
"2827",18,54
"2828",54,33
"2829",33,100
"2830",100,52
"2831",52,58
"2832",58,12
"2833",12,62
"2834",62,46
"2835",46,95
"2836",95,103
"2837",103,10
"2838",10,78
"2839",78,86
"2840",86,121
"2841",121,91
"2842",91,52
"2843",52,104
"2844",104,117
"2845",117,83
"2846",83,76
"2847",76,87
"2848",87,82
"2849",82,28
"2850",28,75
"2851",75,84
"2852",84,78
"2853",78,25
"2854",25,20
"2855",20,26
"2856",26,80
"2857",80,27
"2858",27,124
"2859",124,129
"2860",129,26
"2861",26,19
"2862",19,78
"2863",78,89
"2864",89,0
"2865",0,65
"2866",65,41
"2867",41,20
"2868",20,61
"2869",61,125
"2870",125,128
"2871",128,30
"2872",30,74
"2873",74,7
"2874",7,67
"2875",67,6
"2876",6,95
"2877",95,120
"2878",120,92
"2879",92,51
"2880",51,47
"2881",47,54
"2882",54,59
"2883",59,126
"2884",126,78
"2885",78,94
"2886",94,100
"2887",100,107
"2888",107,117
"2889",117,112
"2890",112,120
"2891",120,93
"2892",93,102
"2893",102,119
"2894",119,31
"2895",31,109
"2896",109,115
"2897",115,85
"2898",85,79
"2899",79,41
"2900",41,11
"2901",11,19
"2902",19,29
"2903",29,13
"2904",13,67
"2905",67,40
"2906",40,52
"2907",52,56
"2908",56,49
"2909",49,4
"2910",4,55
"2911",55,90
"2912",90,84
"2913",84,79
"2914",79,115
"2915",115,74
"2916",74,89
"2917",89,85
"2918",85,76
"2919",76,17
"2920",17,12
"2921",12,57
"2922",57,48
"2923",48,60
"2924",60,18
"2925",18,14
"2926",14,83
"2927",83,23
"2928",23,13
"2929",13,53
"2930",53,104
"2931",104,51
"2932",51,60
"2933",60,14
"2934",14,57
"2935",57,52
"2936",52,46
"2937",46,65
"2938",65,1
"2939",1,67
"2940",67,10
"2941",10,60
"2942",60,21
"2943",21,26
"2944",26,78
"2945",78,82
"2946",82,100
"2947",100,96
"2948",96,107
"2949",107,113
"2950",113,108
"2951",108,70
"2952",70,124
"2953",124,130
"2954",130,78
"2955",78,91
"2956",91,132
"2957",132,125
"2958",125,30
"2959",30,71
"2960",71,22
"2961",22,29
"2962",29,17
"2963",17,80
"2964",80,107
"2965",107,114
"2966",114,119
"2967",119,93
"2968",93,52
"2969",52,47
"2970",47,74
"2971",74,86
"2972",86,43
"2973",43,92
"2974",92,122
"2975",122,34
"2976",34,12
"2977",12,59
"2978",59,53
"2979",53,11
"2980",11,22
"2981",22,28
"2982",28,19
"2983",19,60
"2984",60,17
"2985",17,77
"2986",77,83
"2987",83,90
"2988",90,81
"2989",81,19
"2990",19,13
"2991",13,21
"2992",21,69
"2993",69,33
"2994",33,75
"2995",75,110
"2996",110,117
"2997",117,129
"2998",129,123
"2999",123,34
"3000",34,60
"3001",60,45
"3002",45,51
"3003",51,12
"3004",12,56
"3005",56,18
"3006",18,10
"3007",10,64
"3008",64,39
"3009",39,54
"3010",54,58
"3011",58,15
"3012",15,25
"3013",25,79
"3014",79,82
"3015",82,76
"3016",76,109
"3017",109,102
"3018",102,117
"3019",117,99
"3020",99,93
"3021",93,25
"3022",25,21
"3023",21,17
"3024",17,14
"3025",14,55
"3026",55,50
"3027",50,47
"3028",47,63
"3029",63,2
"3030",2,42
"3031",42,70
"3032",70,100
"3033",100,106
"3034",106,117
"3035",117,72
"3036",72,82
"3037",82,75
"3038",75,86
"3039",86,0
"3040",0,68
"3041",68,31
"3042",31,63
"3043",63,38
"3044",38,13
"3045",13,27
"3046",27,19
"3047",19,77
"3048",77,24
"3049",24,67
"3050",67,111
"3051",111,116
"3052",116,109
"3053",109,77
"3054",77,81
"3055",81,22
"3056",22,27
"3057",27,62
"3058",62,9
"3059",9,66
"3060",66,131
"3061",131,125
"3062",125,128
"3063",128,81
"3064",81,28
"3065",28,15
"3066",15,56
"3067",56,59
"3068",59,49
"3069",49,99
"3070",99,95
"3071",95,131
"3072",131,40
"3073",40,88
"3074",88,44
"3075",44,51
"3076",51,48
"3077",48,53
"3078",53,58
"3079",58,106
"3080",106,96
"3081",96,9
"3082",9,63
"3083",63,123
"3084",123,96
"3085",96,104
"3086",104,118
"3087",118,98
"3088",98,108
"3089",108,117
"3090",117,113
"3091",113,37
"3092",37,59
"3093",59,11
"3094",11,39
"3095",39,59
"3096",59,52
"3097",52,118
"3098",118,94
"3099",94,79
"3100",79,86
"3101",86,89
"3102",89,30
"3103",30,14
"3104",14,61
"3105",61,16
"3106",16,13
"3107",13,31
"3108",31,74
"3109",74,83
"3110",83,22
"3111",22,19
"3112",19,95
"3113",95,50
"3114",50,58
"3115",58,104
"3116",104,99
"3117",99,102
"3118",102,56
"3119",56,45
"3120",45,67
"3121",67,28
"3122",28,21
"3123",21,79
"3124",79,92
"3125",92,89
"3126",89,132
"3127",132,97
"3128",97,119
"3129",119,105
"3130",105,55
"3131",55,12
"3132",12,125
"3133",125,16
"3134",16,23
"3135",23,17
"3136",17,28
"3137",28,80
"3138",80,89
"3139",89,82
"3140",82,20
"3141",20,68
"3142",68,14
"3143",14,54
"3144",54,40
"3145",40,124
"3146",124,37
"3147",37,18
"3148",18,61
"3149",61,105
"3150",105,111
"3151",111,118
"3152",118,100
"3153",100,93
"3154",93,89
"3155",89,38
"3156",38,76
"3157",76,81
"3158",81,23
"3159",23,27
"3160",27,18
"3161",18,76
"3162",76,31
"3163",31,16
"3164",16,11
"3165",11,54
"3166",54,101
"3167",101,52
"3168",52,56
"3169",56,59
"3170",59,50
"3171",50,46
"3172",46,55
"3173",55,3
"3174",3,43
"3175",43,57
"3176",57,13
"3177",13,59
"3178",59,110
"3179",110,115
"3180",115,120
"3181",120,89
"3182",89,87
"3183",87,75
"3184",75,30
"3185",30,23
"3186",23,84
"3187",84,72
"3188",72,79
"3189",79,83
"3190",83,86
"3191",86,25
"3192",25,80
"3193",80,36
"3194",36,41
"3195",41,60
"3196",60,54
"3197",54,105
"3198",105,118
"3199",118,115
"3200",115,112
"3201",112,107
"3202",107,95
"3203",95,9
"3204",9,16
"3205",16,14
"3206",14,12
"3207",12,54
"3208",54,51
"3209",51,61
"3210",61,19
"3211",19,10
"3212",10,69
"3213",69,13
"3214",13,58
"3215",58,56
"3216",56,54
"3217",54,21
"3218",21,61
"3219",61,45
"3220",45,52
"3221",52,13
"3222",13,56
"3223",56,20
"3224",20,78
"3225",78,24
"3226",24,29
"3227",29,15
"3228",15,60
"3229",60,107
"3230",107,102
"3231",102,108
"3232",108,116
"3233",116,82
"3234",82,85
"3235",85,125
"3236",125,128
"3237",128,122
"3238",122,73
"3239",73,33
"3240",33,127
"3241",127,17
"3242",17,78
"3243",78,81
"3244",81,94
"3245",94,103
"3246",103,110
"3247",110,35
"3248",35,125
"3249",125,130
"3250",130,119
"3251",119,116
"3252",116,83
"3253",83,70
"3254",70,16
"3255",16,19
"3256",19,21
"3257",21,30
"3258",30,91
"3259",91,120
"3260",120,81
"3261",81,88
"3262",88,83
"3263",83,75
"3264",75,77
"3265",77,92
"3266",92,0
"3267",0,121
"3268",121,129
"3269",129,34
"3270",34,14
"3271",14,12
"3272",12,68
"3273",68,46
"3274",46,48
"3275",48,62
"3276",62,49
"3277",49,54
"3278",54,57
"3279",57,50
"3280",50,12
"3281",12,20
"3282",20,11
"3283",11,25
"3284",25,22
"3285",22,62
"3286",62,47
"3287",47,50
"3288",50,60
"3289",60,22
"3290",22,40
"3291",40,44
"3292",44,57
"3293",57,105
"3294",105,115
"3295",115,111
"3296",111,108
"3297",108,100
"3298",100,51
"3299",51,48
"3300",48,46
"3301",46,98
"3302",98,96
"3303",96,93
"3304",93,4
"3305",4,42
"3306",42,36
"3307",36,120
"3308",120,96
"3309",96,99
"3310",99,102
"3311",102,118
"3312",118,107
"3313",107,61
"3314",61,58
"3315",58,56
"3316",56,54
"3317",54,15
"3318",15,87
"3319",87,90
"3320",90,80
"3321",80,14
"3322",14,16
"3323",16,69
"3324",69,30
"3325",30,18
"3326",18,63
"3327",63,12
"3328",12,14
"3329",14,23
"3330",23,26
"3331",26,77
"3332",77,79
"3333",79,10
"3334",10,62
"3335",62,18
"3336",18,26
"3337",26,29
"3338",29,81
"3339",81,26
"3340",26,100
"3341",100,119
"3342",119,113
"3343",113,80
"3344",80,91
"3345",91,100
"3346",100,105
"3347",105,102
"3348",102,54
"3349",54,46
"3350",46,58
"3351",58,20
"3352",20,22
"3353",22,24
"3354",24,83
"3355",83,71
"3356",71,109
"3357",109,114
"3358",114,117
"3359",117,121
"3360",121,35
"3361",35,41
"3362",41,37
"3363",37,32
"3364",32,16
"3365",16,18
"3366",18,59
"3367",59,47
"3368",47,55
"3369",55,13
"3370",13,61
"3371",61,49
"3372",49,63
"3373",63,119
"3374",119,53
"3375",53,94
"3376",94,89
"3377",89,77
"3378",77,74
"3379",74,82
"3380",82,79
"3381",79,77
"3382",77,8
"3383",8,124
"3384",124,128
"3385",128,126
"3386",126,132
"3387",132,119
"3388",119,83
"3389",83,30
"3390",30,13
"3391",13,24
"3392",24,84
"3393",84,77
"3394",77,37
"3395",37,61
"3396",61,15
"3397",15,20
"3398",20,63
"3399",63,107
"3400",107,98
"3401",98,96
"3402",96,5
"3403",5,47
"3404",47,58
"3405",58,56
"3406",56,54
"3407",54,51
"3408",51,48
"3409",48,65
"3410",65,19
"3411",19,21
"3412",21,59
"3413",59,17
"3414",17,19
"3415",19,64
"3416",64,50
"3417",50,48
"3418",48,46
"3419",46,73
"3420",73,85
"3421",85,87
"3422",87,89
"3423",89,92
"3424",92,99
"3425",99,106
"3426",106,56
"3427",56,10
"3428",10,21
"3429",21,29
"3430",29,90
"3431",90,85
"3432",85,113
"3433",113,111
"3434",111,109
"3435",109,117
"3436",117,123
"3437",123,65
"3438",65,8
"3439",8,67
"3440",67,72
"3441",72,77
"3442",77,25
"3443",25,28
"3444",28,31
"3445",31,35
"3446",35,62
"3447",62,120
"3448",120,33
"3449",33,14
"3450",14,16
"3451",16,58
"3452",58,18
"3453",18,57
"3454",57,12
"3455",12,60
"3456",60,105
"3457",105,107
"3458",107,93
"3459",93,96
"3460",96,98
"3461",98,70
"3462",70,65
"3463",65,39
"3464",39,42
"3465",42,60
"3466",60,53
"3467",53,47
"3468",47,89
"3469",89,116
"3470",116,110
"3471",110,54
"3472",54,52
"3473",52,59
"3474",59,55
"3475",55,104
"3476",104,116
"3477",116,114
"3478",114,112
"3479",112,106
"3480",106,95
"3481",95,101
"3482",101,55
"3483",55,45
"3484",45,41
"3485",41,44
"3486",44,94
"3487",94,7
"3488",7,69
"3489",69,24
"3490",24,26
"3491",26,28
"3492",28,18
"3493",18,71
"3494",71,68
"3495",68,33
"3496",33,37
"3497",37,40
"3498",40,51
"3499",51,64
"3500",64,31
"3501",31,20
"3502",20,59
"3503",59,12
"3504",12,14
"3505",14,74
"3506",74,70
"3507",70,88
"3508",88,79
"3509",79,81
"3510",81,79
"3511",79,77
"3512",77,75
"3513",75,15
"3514",15,23
"3515",23,18
"3516",18,25
"3517",25,17
"3518",17,58
"3519",58,12
"3520",12,24
"3521",24,22
"3522",22,65
"3523",65,61
"3524",61,58
"3525",58,56
"3526",56,17
"3527",17,19
"3528",19,21
"3529",21,12
"3530",12,14
"3531",14,16
"3532",16,57
"3533",57,46
"3534",46,48
"3535",48,50
"3536",50,58
"3537",58,19
"3538",19,62
"3539",62,16
"3540",16,79
"3541",79,91
"3542",91,46
"3543",46,56
"3544",56,54
"3545",54,13
"3546",13,11
"3547",11,27
"3548",27,29
"3549",29,33
"3550",33,36
"3551",36,61
"3552",61,17
"3553",17,57
"3554",57,102
"3555",102,105
"3556",105,9
"3557",9,80
"3558",80,23
"3559",23,31
"3560",31,15
"3561",15,85
"3562",85,82
"3563",82,73
"3564",73,75
"3565",75,79
"3566",79,77
"3567",77,90
"3568",90,82
"3569",82,118
"3570",118,120
"3571",120,129
"3572",129,127
"3573",127,125
"3574",125,127
"3575",127,38
"3576",38,58
"3577",58,56
"3578",56,12
"3579",12,53
"3580",53,57
"3581",57,19
"3582",19,59
"3583",59,16
"3584",16,18
"3585",18,60
"3586",60,49
"3587",49,130
"3588",130,123
"3589",123,70
"3590",70,103
"3591",103,119
"3592",119,117
"3593",117,115
"3594",115,108
"3595",108,106
"3596",106,101
"3597",101,6
"3598",6,43
"3599",43,58
"3600",58,13
"3601",13,60
"3602",60,19
"3603",19,21
"3604",21,27
"3605",27,78
"3606",78,83
"3607",83,72
"3608",72,66
"3609",66,24
"3610",24,26
"3611",26,87
"3612",87,89
"3613",89,92
"3614",92,98
"3615",98,100
"3616",100,102
